"sc-gMacIw","sc-gMacIw 2","sc-gMacIw 3","sc-gMacIw 4","sc-gMacIw 5","sc-gMacIw 6"
"Aruba","ABW","Survival rate to the last grade of lower secondary general education, female (%)","UIS.SR.2.GPV.GLAST.CP.F","95.944061279","2001"
"Aruba","ABW","Survival rate to the last grade of lower secondary general education, female (%)","UIS.SR.2.GPV.GLAST.CP.F","95.325782776","2004"
"Aruba","ABW","Survival rate to the last grade of lower secondary general education, both sexes (%)","UIS.SR.2.GPV.GLAST.CP.T","94.899543762","1999"
"Aruba","ABW","Survival rate to the last grade of lower secondary general education, both sexes (%)","UIS.SR.2.GPV.GLAST.CP.T","93.320106506","2006"
"Aruba","ABW","All staff compensation as % of total expenditure in pre-primary public institutions (%)","UIS.XSPENDP.0.FDPUB.FNS","93.954460144","1998"
"Aruba","ABW","All staff compensation as % of total expenditure in pre-primary public institutions (%)","UIS.XSPENDP.0.FDPUB.FNS","90.465827942","2001"
"Aruba","ABW","All staff compensation as % of total expenditure in upper secondary public institutions (%)","UIS.XSPENDP.3.FDPUB.FNS","95.866783142","2002"
"Aruba","ABW","Capital expenditure as % of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNCAP","11.092329979","2002"
"Aruba","ABW","All staff compensation as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNS","96.372268677","2011"
"Aruba","ABW","All staff compensation as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNS","94.546783447","2014"
"Aruba","ABW","All staff compensation as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNS","84.254669189","2001"
"Aruba","ABW","All staff compensation as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNS","94.170501709","2000"
"Aruba","ABW","All staff compensation as % of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNS","92.203430176","2005"
"Aruba","ABW","Current expenditure other than staff compensation as % of total expenditure in public institutions (...","UIS.XSPENDP.FDPUB.FNNONS","4.625800133","2002"
"Aruba","ABW","Current expenditure other than staff compensation as % of total expenditure in public institutions (...","UIS.XSPENDP.FDPUB.FNNONS","8.367690086","1999"
"Aruba","ABW","Current expenditure other than staff compensation as % of total expenditure in public institutions (...","UIS.XSPENDP.FDPUB.FNNONS","8.419879913","2008"
"Aruba","ABW","Government expenditure per lower secondary student as % of GDP per capita (%)","UIS.XUNIT.GDPCAP.2.FSGOV","23.197210312","1999"
"Aruba","ABW","Capital expenditure as % of total expenditure in pre-primary public institutions (%)","UIS.XSPENDP.0.FDPUB.FNCAP","5.092710018","2001"
"Aruba","ABW","Capital expenditure as % of total expenditure in pre-primary public institutions (%)","UIS.XSPENDP.0.FDPUB.FNCAP","31.132070541","2005"
"Aruba","ABW","Current expenditure as % of total expenditure in pre-primary public institutions (%)","UIS.XSPENDP.0.FDPUB.FNCUR","100","2008"
"Aruba","ABW","Current expenditure as % of total expenditure in pre-primary public institutions (%)","UIS.XSPENDP.0.FDPUB.FNCUR","100","2009"
"Aruba","ABW","Capital expenditure as % of total expenditure in primary public institutions (%)","UIS.XSPENDP.1.FDPUB.FNCAP","0.31081","1999"
"Aruba","ABW","Current expenditure as % of total expenditure in primary public institutions (%)","UIS.XSPENDP.1.FDPUB.FNCUR","100","2012"
"Aruba","ABW","Current expenditure as % of total expenditure in primary public institutions (%)","UIS.XSPENDP.1.FDPUB.FNCUR","99.689193726","1999"
"Aruba","ABW","Current expenditure as % of total expenditure in primary public institutions (%)","UIS.XSPENDP.1.FDPUB.FNCUR","100","1998"
"Aruba","ABW","Capital expenditure as % of total expenditure in lower secondary public institutions (%)","UIS.XSPENDP.2.FDPUB.FNCAP","0.459789991","2002"
"Aruba","ABW","Capital expenditure as % of total expenditure in upper-secondary public institutions (%)","UIS.XSPENDP.3.FDPUB.FNCAP","0.459800005","2002"
"Aruba","ABW","Capital expenditure as % of total expenditure in upper-secondary public institutions (%)","UIS.XSPENDP.3.FDPUB.FNCAP","0.469300002","2000"
"Aruba","ABW","Capital expenditure as % of total expenditure in upper-secondary public institutions (%)","UIS.XSPENDP.3.FDPUB.FNCAP","12.61411953","2001"
"Aruba","ABW","Current expenditure as % of total expenditure in upper-secondary public institutions (%)","UIS.XSPENDP.3.FDPUB.FNCUR","87.385879517","2001"
"Aruba","ABW","Current expenditure other than staff compensation as % of total expenditure in pre-primary public in...","UIS.XSPENDP.0.FDPUB.FNNONS","6.35119009","2008"
"Aruba","ABW","Capital expenditure as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNCAP","0.469300002","2000"
"Aruba","ABW","Capital expenditure as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNCAP","12.61411953","2001"
"Aruba","ABW","Capital expenditure as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNCAP","0.74545002","1999"
"Aruba","ABW","Current expenditure as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNCUR","100","2007"
"Aruba","ABW","Current expenditure as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNCUR","87.385879517","2001"
"Aruba","ABW","Current expenditure as % of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNCUR","99.530700684","2000"
"Aruba","ABW","Current expenditure other than staff compensation as % of total expenditure in upper secondary publi...","UIS.XSPENDP.3.FDPUB.FNNONS","5.360199928","2000"
"Aruba","ABW","Capital expenditure as % of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNCAP","1.824810028","1999"
"Aruba","ABW","Current expenditure as % of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNCUR","100","2002"
"Aruba","ABW","Current expenditure as % of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNCUR","100","2014"
"Aruba","ABW","Current expenditure other than staff compensation as % of total expenditure in secondary public inst...","UIS.XSPENDP.23.FDPUB.FNNONS","4.139130116","2007"
"Aruba","ABW","Current expenditure other than staff compensation as % of total expenditure in secondary public inst...","UIS.XSPENDP.23.FDPUB.FNNONS","4.448170185","2009"
"Aruba","ABW","Current expenditure other than staff compensation as % of total expenditure in secondary public inst...","UIS.XSPENDP.23.FDPUB.FNNONS","4.765329838","1998"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.NED.MF","0.13","2065"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.NED.MF","0.49","2015"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational atta...","PRJ.ATT.1519.NED.MF","0.17","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.NED.FE","0.46","2045"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.NED.FE","0.7","2015"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.NED.FE","0.34","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.NED.MA","0.31","2050"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attain...","PRJ.ATT.15UP.NED.MA","0.16","2085"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.FE","0.04","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.FE","0.62","2015"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.MA","0.2","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.MA","0.06","2085"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.MA","0.31","2035"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.MA","0.38","2015"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.MA","0.36","2020"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.MF","0.5","2010"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational atta...","PRJ.ATT.2024.NED.MF","0.2","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational atta...","PRJ.ATT.2039.NED.FE","0.09","2085"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational atta...","PRJ.ATT.2039.NED.FE","0.57","2025"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational atta...","PRJ.ATT.2039.NED.MA","0.14","2075"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational atta...","PRJ.ATT.2039.NED.MA","0.05","2095"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational atta...","PRJ.ATT.2039.NED.MA","0.27","2055"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational atta...","PRJ.ATT.2039.NED.MF","0.42","2035"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational atta...","PRJ.ATT.2064.NED.FE","0.33","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational atta...","PRJ.ATT.2064.NED.MA","0.34","2045"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational atta...","PRJ.ATT.2064.NED.MA","0.28","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational atta...","PRJ.ATT.2064.NED.MF","0.34","2055"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational atta...","PRJ.ATT.2064.NED.MF","0.4","2045"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational atta...","PRJ.ATT.2064.NED.MF","0.16","2085"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational atta...","PRJ.ATT.2064.NED.MF","0.53","2025"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational atta...","PRJ.ATT.2064.NED.MF","0.31","2060"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.FE","0.33","2050"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.FE","0.53","2030"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.FE","0.67","2010"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.FE","0.43","2040"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MA","0.04","2095"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MA","0.05","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MA","0.43","2010"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MA","0.36","2030"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MA","0.39","2020"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MA","0.1","2080"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MF","0.05","2090"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MF","0.16","2070"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational atta...","PRJ.ATT.2529.NED.MF","0.13","2075"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attain...","PRJ.ATT.25UP.NED.FE","0.68","2025"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attain...","PRJ.ATT.25UP.NED.MA","0.35","2050"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attain...","PRJ.ATT.25UP.NED.MA","0.19","2085"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attain...","PRJ.ATT.25UP.NED.MA","0.29","2065"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attain...","PRJ.ATT.25UP.NED.MA","0.58","2010"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attain...","PRJ.ATT.25UP.NED.MA","0.39","2040"
"Chad","TCD","Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attain...","PRJ.ATT.25UP.NED.MF","0.2","2085"
